device,building,room,weather_type,date,from_time,to_time,time,no_of_people,time_stayed_mins,power,target
Refridgerator,3,305,low cold,2018-01-18,21:00:00,22:00:00,night,1,15,222,0
Refridgerator,3,305,low cold,2018-01-18,22:00:00,23:00:00,night,0,0,126,1
Computer,3,307,low cold,2018-01-27,01:00:00,02:00:00,midnight,4,11,459,0
Computer,3,307,low cold,2018-01-27,06:00:00,07:00:00,early morning,11,53,325,1
Computer,3,307,low cold,2018-01-27,08:00:00,09:00:00,morning,15,34,462,0
Computer,3,307,low cold,2018-01-27,09:00:00,10:00:00,morning,6,6,324,1
Computer,3,307,low cold,2018-01-27,12:00:00,13:00:00,afternoon,14,12,327,1
Computer,3,307,low cold,2018-01-27,16:00:00,17:00:00,evening,12,48,485,0
Computer,3,307,low cold,2018-01-27,16:00:00,17:00:00,evening,10,43,441,0
Computer,3,307,low cold,2018-01-27,18:00:00,19:00:00,evening,6,5,479,0
Computer,3,307,low cold,2018-01-27,20:00:00,21:00:00,night,7,12,424,1
Computer,3,307,low cold,2018-01-28,00:00:00,01:00:00,midnight,11,51,305,1
Computer,3,307,low cold,2018-01-28,00:00:00,01:00:00,midnight,10,25,453,0
Computer,3,307,low cold,2018-01-28,03:00:00,04:00:00,midnight,10,18,380,1
Computer,3,307,low cold,2018-01-28,04:00:00,05:00:00,early morning,6,47,419,0
Computer,3,307,low cold,2018-01-28,05:00:00,06:00:00,early morning,7,16,315,1
Computer,3,307,low cold,2018-01-28,06:00:00,07:00:00,early morning,14,28,326,1
Computer,3,307,low cold,2018-01-28,07:00:00,08:00:00,morning,11,47,462,0
Computer,3,307,low cold,2018-01-28,09:00:00,10:00:00,morning,11,32,363,1
Computer,3,307,low cold,2018-01-28,09:00:00,10:00:00,morning,2,7,469,0
Computer,3,307,low cold,2018-01-28,10:00:00,11:00:00,morning,15,17,359,1
Computer,3,307,low cold,2018-01-28,10:00:00,11:00:00,morning,0,0,379,1
Computer,3,307,low cold,2018-01-28,10:00:00,11:00:00,morning,3,7,478,0
Computer,3,307,low cold,2018-01-28,11:00:00,12:00:00,morning,5,13,339,1
Computer,3,307,low cold,2018-01-28,13:00:00,14:00:00,afternoon,8,56,386,0
Computer,3,307,low cold,2018-01-28,15:00:00,16:00:00,afternoon,1,13,472,0
Computer,3,307,low cold,2018-01-28,15:00:00,16:00:00,afternoon,1,44,323,1
Computer,3,307,low cold,2018-01-28,19:00:00,20:00:00,night,14,21,385,1
Computer,3,307,low cold,2018-01-28,19:00:00,20:00:00,night,6,54,371,1
Computer,3,307,low cold,2018-01-28,19:00:00,20:00:00,night,12,12,433,0
Computer,3,307,low cold,2018-01-28,23:00:00,00:00:00,midnight,13,13,415,0
Computer,3,307,low cold,2018-01-29,00:00:00,01:00:00,midnight,14,4,326,1
Computer,3,307,low cold,2018-01-29,00:00:00,01:00:00,midnight,7,57,433,0
Computer,3,307,low cold,2018-01-29,03:00:00,04:00:00,midnight,2,38,372,1
Computer,3,307,low cold,2018-01-29,03:00:00,04:00:00,midnight,6,40,309,1
Computer,3,307,low cold,2018-01-29,07:00:00,08:00:00,morning,12,57,416,0
Computer,3,307,low cold,2018-01-29,07:00:00,08:00:00,morning,8,36,438,0
Computer,3,307,low cold,2018-01-29,12:00:00,13:00:00,afternoon,13,39,457,0
Computer,3,307,low cold,2018-01-29,12:00:00,13:00:00,afternoon,0,0,397,0
Computer,3,307,low cold,2018-01-29,12:00:00,13:00:00,afternoon,3,29,356,1
Computer,3,307,low cold,2018-01-29,15:00:00,16:00:00,afternoon,10,33,476,0
Computer,3,307,low cold,2018-01-29,16:00:00,17:00:00,evening,8,10,306,1
Computer,3,307,low cold,2018-01-29,18:00:00,19:00:00,evening,7,6,403,1
Computer,3,307,low cold,2018-01-29,20:00:00,21:00:00,night,4,31,435,1
Computer,3,307,low cold,2018-01-29,21:00:00,22:00:00,night,14,48,304,1
Computer,3,307,low cold,2018-01-29,23:00:00,00:00:00,midnight,12,17,418,0
Computer,3,307,low cold,2018-01-29,23:00:00,00:00:00,midnight,9,53,339,1
Computer,3,307,low cold,2018-01-30,00:00:00,01:00:00,midnight,2,8,303,1
Computer,3,307,low cold,2018-01-30,01:00:00,02:00:00,midnight,9,35,478,0
Computer,3,307,low cold,2018-01-30,02:00:00,03:00:00,midnight,5,29,414,1
Computer,3,307,low cold,2018-01-30,03:00:00,04:00:00,midnight,9,49,493,0
Computer,3,307,low cold,2018-01-30,04:00:00,05:00:00,early morning,13,1,303,1
Computer,3,307,low cold,2018-01-30,04:00:00,05:00:00,early morning,15,8,445,0
Computer,3,307,low cold,2018-01-30,04:00:00,05:00:00,early morning,13,38,366,1
Computer,3,307,low cold,2018-01-30,06:00:00,07:00:00,early morning,14,40,364,1
Computer,3,307,low cold,2018-01-30,07:00:00,08:00:00,morning,12,11,362,1
Computer,3,307,low cold,2018-01-30,08:00:00,09:00:00,morning,0,0,412,1
Computer,3,307,low cold,2018-01-30,10:00:00,11:00:00,morning,9,47,404,1
Computer,3,307,low cold,2018-01-30,12:00:00,13:00:00,afternoon,11,10,332,1
Computer,3,307,low cold,2018-01-30,12:00:00,13:00:00,afternoon,11,5,494,0
Computer,3,307,low cold,2018-01-30,13:00:00,14:00:00,afternoon,6,46,412,0
Computer,3,307,low cold,2018-01-30,13:00:00,14:00:00,afternoon,7,48,367,1
Computer,3,307,low cold,2018-01-30,13:00:00,14:00:00,afternoon,13,57,346,1
Computer,3,307,low cold,2018-01-30,13:00:00,14:00:00,afternoon,15,51,305,1
Computer,3,307,low cold,2018-01-30,14:00:00,15:00:00,afternoon,13,36,462,0
Computer,3,307,low cold,2018-01-30,15:00:00,16:00:00,afternoon,2,10,406,0
Computer,3,307,low cold,2018-01-30,16:00:00,17:00:00,evening,14,6,396,1
Computer,3,307,low cold,2018-01-30,16:00:00,17:00:00,evening,8,36,358,1
Computer,3,307,low cold,2018-01-30,21:00:00,22:00:00,night,1,37,318,1
Computer,3,307,low cold,2018-01-30,22:00:00,23:00:00,night,8,48,391,1
Computer,3,307,low cold,2018-01-30,23:00:00,00:00:00,midnight,1,5,409,0
Computer,3,307,low cold,2018-01-31,00:00:00,01:00:00,midnight,10,31,479,0
Computer,3,307,low cold,2018-01-31,01:00:00,02:00:00,midnight,12,33,326,1
Computer,3,307,low cold,2018-01-31,02:00:00,03:00:00,midnight,13,8,485,0
Computer,3,307,low cold,2018-01-31,03:00:00,04:00:00,midnight,6,27,437,0
Computer,3,307,low cold,2018-01-31,04:00:00,05:00:00,early morning,13,17,306,1
Computer,3,307,low cold,2018-01-31,04:00:00,05:00:00,early morning,4,34,496,0
Computer,3,307,low cold,2018-01-31,05:00:00,06:00:00,early morning,8,18,332,1
Computer,3,307,low cold,2018-01-31,05:00:00,06:00:00,early morning,6,44,432,0
Computer,3,307,low cold,2018-01-31,12:00:00,13:00:00,afternoon,15,15,370,1
Computer,3,307,low cold,2018-01-31,14:00:00,15:00:00,afternoon,13,5,440,0
Computer,3,307,low cold,2018-01-31,15:00:00,16:00:00,afternoon,0,0,364,1
Computer,3,307,low cold,2018-01-31,15:00:00,16:00:00,afternoon,0,0,491,0
Computer,3,307,low cold,2018-01-31,15:00:00,16:00:00,afternoon,5,51,316,1
Computer,3,307,low cold,2018-01-31,17:00:00,18:00:00,evening,15,37,319,1
Computer,3,307,low cold,2018-01-31,18:00:00,19:00:00,evening,1,59,421,0
Computer,3,307,low cold,2018-01-31,20:00:00,21:00:00,night,15,41,498,0
Computer,3,307,low cold,2018-01-31,20:00:00,21:00:00,night,5,52,452,1
Computer,3,307,low cold,2018-01-31,22:00:00,23:00:00,night,14,42,395,1
Computer,3,307,low cold,2018-01-31,22:00:00,23:00:00,night,1,35,371,1
Television,4,401,cold,2018-01-09,10:00:00,11:00:00,morning,11,7,296,0
Television,4,401,cold,2018-01-09,12:00:00,13:00:00,afternoon,12,4,207,1
Television,4,401,cold,2018-01-10,00:00:00,01:00:00,midnight,7,49,212,1
Television,4,401,cold,2018-01-10,00:00:00,01:00:00,midnight,7,27,262,0
Television,4,401,cold,2018-01-10,05:00:00,06:00:00,early morning,1,54,296,0
Television,4,401,cold,2018-01-10,06:00:00,07:00:00,early morning,5,51,218,1
Television,4,401,cold,2018-01-10,07:00:00,08:00:00,morning,13,15,264,0
Television,4,401,cold,2018-01-10,07:00:00,08:00:00,morning,11,5,280,0
Television,4,401,cold,2018-01-10,07:00:00,08:00:00,morning,0,0,234,1
Television,4,401,cold,2018-01-10,08:00:00,09:00:00,morning,0,0,292,0
Television,4,401,cold,2018-01-10,12:00:00,13:00:00,afternoon,14,17,270,0
Television,4,401,cold,2018-01-10,15:00:00,16:00:00,afternoon,11,8,249,1
Television,4,401,cold,2018-01-10,16:00:00,17:00:00,evening,9,46,252,1
Television,4,401,cold,2018-01-10,19:00:00,20:00:00,night,8,34,289,0
Television,4,401,cold,2018-01-10,19:00:00,20:00:00,night,2,5,225,1
Television,4,401,cold,2018-01-10,21:00:00,22:00:00,night,2,7,200,1
Television,4,401,cold,2018-01-10,22:00:00,23:00:00,night,5,31,219,1
Television,4,401,cold,2018-01-11,01:00:00,02:00:00,midnight,13,1,221,1
Television,4,401,cold,2018-01-11,03:00:00,04:00:00,midnight,9,16,284,0
Television,4,401,cold,2018-01-11,03:00:00,04:00:00,midnight,8,37,230,1
Television,4,401,cold,2018-01-11,05:00:00,06:00:00,early morning,5,12,266,1
Television,4,401,cold,2018-01-11,05:00:00,06:00:00,early morning,8,35,291,0
Television,4,401,cold,2018-01-11,05:00:00,06:00:00,early morning,4,53,288,0
Television,4,401,cold,2018-01-11,07:00:00,08:00:00,morning,15,23,243,1
Television,4,401,cold,2018-01-11,07:00:00,08:00:00,morning,3,51,273,0
Television,4,401,cold,2018-01-11,09:00:00,10:00:00,morning,3,31,255,0
Television,4,401,cold,2018-01-11,10:00:00,11:00:00,morning,4,19,206,1
Television,4,401,cold,2018-01-11,10:00:00,11:00:00,morning,9,39,269,0
Television,4,401,cold,2018-01-11,14:00:00,15:00:00,afternoon,12,37,252,0
Television,4,401,cold,2018-01-11,14:00:00,15:00:00,afternoon,6,30,201,1
Television,4,401,cold,2018-01-11,21:00:00,22:00:00,night,15,26,216,1
Television,4,401,cold,2018-01-11,21:00:00,22:00:00,night,10,7,255,0
Television,4,401,cold,2018-01-11,21:00:00,22:00:00,night,12,1,225,1
Television,4,401,cold,2018-01-11,23:00:00,00:00:00,midnight,13,27,213,1
Television,4,401,cold,2018-01-12,01:00:00,02:00:00,midnight,5,51,240,1
Television,4,401,cold,2018-01-12,01:00:00,02:00:00,midnight,10,38,253,0
Television,4,401,cold,2018-01-12,02:00:00,03:00:00,midnight,2,37,209,1
Television,4,401,cold,2018-01-12,06:00:00,07:00:00,early morning,6,54,293,0
Television,4,401,cold,2018-01-12,08:00:00,09:00:00,morning,13,17,230,1
Television,4,401,cold,2018-01-12,08:00:00,09:00:00,morning,3,34,271,0
Television,4,401,cold,2018-01-12,08:00:00,09:00:00,morning,15,16,290,0
Television,4,401,cold,2018-01-12,09:00:00,10:00:00,morning,3,39,207,1
Television,4,401,cold,2018-01-12,09:00:00,10:00:00,morning,7,2,274,0
Television,4,401,cold,2018-01-12,10:00:00,11:00:00,morning,10,12,219,1
Television,4,401,cold,2018-01-12,10:00:00,11:00:00,morning,3,58,268,0
Television,4,401,cold,2018-01-12,10:00:00,11:00:00,morning,13,7,291,0
Television,4,401,cold,2018-01-12,10:00:00,11:00:00,morning,5,42,269,0
Television,4,401,cold,2018-01-12,13:00:00,14:00:00,afternoon,11,29,256,0
Television,4,401,cold,2018-01-12,13:00:00,14:00:00,afternoon,9,32,220,1
Television,4,401,cold,2018-01-12,15:00:00,16:00:00,afternoon,14,4,266,0
Television,4,401,cold,2018-01-12,16:00:00,17:00:00,evening,0,0,256,1
Television,4,401,cold,2018-01-12,18:00:00,19:00:00,evening,11,49,266,0
Television,4,401,cold,2018-01-12,20:00:00,21:00:00,night,6,7,227,1
Television,4,401,cold,2018-01-13,02:00:00,03:00:00,midnight,7,48,290,0
Television,4,401,cold,2018-01-13,03:00:00,04:00:00,midnight,2,48,257,1
Television,4,401,cold,2018-01-13,04:00:00,05:00:00,early morning,10,28,238,1
Television,4,401,cold,2018-01-13,05:00:00,06:00:00,early morning,0,0,270,1
Television,4,401,cold,2018-01-13,05:00:00,06:00:00,early morning,11,33,276,1
Television,4,401,cold,2018-01-13,07:00:00,08:00:00,morning,10,41,211,1
Television,4,401,cold,2018-01-13,08:00:00,09:00:00,morning,6,51,223,1
Television,4,401,cold,2018-01-13,08:00:00,09:00:00,morning,3,46,279,0
Television,4,401,cold,2018-01-13,08:00:00,09:00:00,morning,5,18,231,1
Television,4,401,cold,2018-01-13,13:00:00,14:00:00,afternoon,4,35,246,0
Television,4,401,cold,2018-01-13,14:00:00,15:00:00,afternoon,13,34,284,0
Television,4,401,cold,2018-01-13,15:00:00,16:00:00,afternoon,9,52,232,1
Television,4,401,cold,2018-01-13,17:00:00,18:00:00,evening,13,59,298,0
Television,4,401,cold,2018-01-13,19:00:00,20:00:00,night,9,10,202,1
Television,4,401,cold,2018-01-13,23:00:00,00:00:00,midnight,5,6,295,0
Television,4,401,cold,2018-01-14,00:00:00,01:00:00,midnight,0,0,235,1
Television,4,401,cold,2018-01-14,14:00:00,15:00:00,afternoon,8,19,259,0
Television,4,401,cold,2018-01-14,15:00:00,16:00:00,afternoon,0,0,295,0
Television,4,401,cold,2018-01-14,21:00:00,22:00:00,night,2,7,249,0
Television,4,401,cold,2018-01-14,21:00:00,22:00:00,night,5,1,263,0
Heater,4,403,cold,2018-01-18,00:00:00,01:00:00,midnight,13,27,1683,1
Heater,4,403,cold,2018-01-18,02:00:00,03:00:00,midnight,9,35,2292,1
Heater,4,403,cold,2018-01-18,06:00:00,07:00:00,early morning,7,38,2268,1
Heater,4,403,cold,2018-01-18,10:00:00,11:00:00,morning,4,46,2099,0
Heater,4,403,cold,2018-01-18,12:00:00,13:00:00,afternoon,10,45,2622,0
Heater,4,403,cold,2018-01-18,18:00:00,19:00:00,evening,0,0,1555,1
Heater,4,403,cold,2018-01-19,02:00:00,03:00:00,midnight,11,40,2505,0
Heater,4,403,cold,2018-01-19,02:00:00,03:00:00,midnight,4,55,1989,1
Heater,4,403,cold,2018-01-19,02:00:00,03:00:00,midnight,13,22,2875,0
Heater,4,403,cold,2018-01-19,03:00:00,04:00:00,midnight,14,40,1647,1
Heater,4,403,cold,2018-01-19,03:00:00,04:00:00,midnight,12,15,2843,0
Heater,4,403,cold,2018-01-19,04:00:00,05:00:00,early morning,7,17,2967,0
Heater,4,403,cold,2018-01-19,05:00:00,06:00:00,early morning,4,22,2057,1
Heater,4,403,cold,2018-01-19,06:00:00,07:00:00,early morning,11,23,2766,0
Heater,4,403,cold,2018-01-19,08:00:00,09:00:00,morning,0,0,2813,0
Heater,4,403,cold,2018-01-19,08:00:00,09:00:00,morning,5,19,2330,0
Heater,4,403,cold,2018-01-19,10:00:00,11:00:00,morning,7,48,2124,0
Heater,4,403,cold,2018-01-19,11:00:00,12:00:00,morning,4,48,2953,0
Heater,4,403,cold,2018-01-19,14:00:00,15:00:00,afternoon,6,17,2192,0
Heater,4,403,cold,2018-01-19,17:00:00,18:00:00,evening,8,50,1646,1
Heater,4,403,cold,2018-01-19,17:00:00,18:00:00,evening,7,34,1730,1
Heater,4,403,cold,2018-01-19,18:00:00,19:00:00,evening,5,48,2114,1
Heater,4,403,cold,2018-01-19,19:00:00,20:00:00,night,14,43,2395,0
Heater,4,403,cold,2018-01-19,21:00:00,22:00:00,night,1,40,2321,0
Heater,4,403,cold,2018-01-19,22:00:00,23:00:00,night,8,13,2666,0
Heater,4,403,cold,2018-01-19,22:00:00,23:00:00,night,2,43,2230,1
Heater,4,403,cold,2018-01-19,23:00:00,00:00:00,midnight,9,56,2999,0
Heater,4,403,cold,2018-01-19,23:00:00,00:00:00,midnight,4,31,1859,1
Heater,4,403,cold,2018-01-20,01:00:00,02:00:00,midnight,11,8,1788,1
Heater,4,403,cold,2018-01-20,03:00:00,04:00:00,midnight,9,34,2672,0
Heater,4,403,cold,2018-01-20,06:00:00,07:00:00,early morning,0,0,2929,0
Heater,4,403,cold,2018-01-20,09:00:00,10:00:00,morning,5,37,2643,0
Heater,4,403,cold,2018-01-20,10:00:00,11:00:00,morning,13,12,1636,1
Heater,4,403,cold,2018-01-20,10:00:00,11:00:00,morning,7,37,2331,0
Heater,4,403,cold,2018-01-20,11:00:00,12:00:00,morning,15,37,1817,1
Heater,4,403,cold,2018-01-20,12:00:00,13:00:00,afternoon,4,10,2402,1
Heater,4,403,cold,2018-01-20,13:00:00,14:00:00,afternoon,2,14,2225,1
Heater,4,403,cold,2018-01-20,13:00:00,14:00:00,afternoon,9,16,2780,0
Heater,4,403,cold,2018-01-20,13:00:00,14:00:00,afternoon,0,0,2864,0
Heater,4,403,cold,2018-01-20,15:00:00,16:00:00,afternoon,4,25,2277,0
Heater,4,403,cold,2018-01-20,16:00:00,17:00:00,evening,9,47,2819,0
Heater,4,403,cold,2018-01-20,17:00:00,18:00:00,evening,2,49,1648,1
Heater,4,403,cold,2018-01-20,17:00:00,18:00:00,evening,15,25,2326,1
Heater,4,403,cold,2018-01-20,22:00:00,23:00:00,night,0,0,1809,1
Heater,4,403,cold,2018-01-21,00:00:00,01:00:00,midnight,0,0,1610,1
Heater,4,403,cold,2018-01-21,03:00:00,04:00:00,midnight,10,7,2510,1
Heater,4,403,cold,2018-01-21,04:00:00,05:00:00,early morning,10,2,2771,0
Heater,4,403,cold,2018-01-21,06:00:00,07:00:00,early morning,9,59,2276,1
Heater,4,403,cold,2018-01-21,07:00:00,08:00:00,morning,14,1,1950,0
Heater,4,403,cold,2018-01-21,08:00:00,09:00:00,morning,0,0,1782,1
Heater,4,403,cold,2018-01-21,13:00:00,14:00:00,afternoon,1,34,2302,1
Heater,4,403,cold,2018-01-21,14:00:00,15:00:00,afternoon,7,9,2383,0
Heater,4,403,cold,2018-01-21,16:00:00,17:00:00,evening,13,22,2416,1
Heater,4,403,cold,2018-01-21,17:00:00,18:00:00,evening,7,30,2777,0
Heater,4,403,cold,2018-01-21,18:00:00,19:00:00,evening,15,49,2912,0
Heater,4,403,cold,2018-01-21,19:00:00,20:00:00,night,13,22,2870,0
Heater,4,403,cold,2018-01-21,20:00:00,21:00:00,night,12,43,2421,1
Heater,4,403,cold,2018-01-21,21:00:00,22:00:00,night,15,39,2044,1
Heater,4,403,cold,2018-01-21,22:00:00,23:00:00,night,2,25,2885,0
Heater,4,403,cold,2018-01-21,22:00:00,23:00:00,night,2,48,2104,1
Heater,4,403,cold,2018-01-21,22:00:00,23:00:00,night,5,7,2738,0
Heater,4,403,cold,2018-01-21,23:00:00,00:00:00,midnight,8,13,1912,1
Heater,4,403,cold,2018-01-21,23:00:00,00:00:00,midnight,8,16,1728,1
Heater,4,403,cold,2018-01-22,00:00:00,01:00:00,midnight,4,30,1554,1
Heater,4,403,cold,2018-01-22,00:00:00,01:00:00,midnight,9,21,2830,0
Heater,4,403,cold,2018-01-22,00:00:00,01:00:00,midnight,8,29,2695,0
Heater,4,403,cold,2018-01-22,02:00:00,03:00:00,midnight,3,53,2750,0
Heater,4,403,cold,2018-01-22,04:00:00,05:00:00,early morning,13,47,1810,1
Heater,4,403,cold,2018-01-22,04:00:00,05:00:00,early morning,0,0,1713,1
Heater,4,403,cold,2018-01-22,04:00:00,05:00:00,early morning,12,14,2384,0
Heater,4,403,cold,2018-01-22,05:00:00,06:00:00,early morning,0,0,2203,1
Heater,4,403,cold,2018-01-22,06:00:00,07:00:00,early morning,9,52,1689,1
Heater,4,403,cold,2018-01-22,07:00:00,08:00:00,morning,8,13,1801,1
Heater,4,403,cold,2018-01-22,08:00:00,09:00:00,morning,9,18,2761,0
Heater,4,403,cold,2018-01-22,08:00:00,09:00:00,morning,15,47,2601,0
Heater,4,403,cold,2018-01-22,08:00:00,09:00:00,morning,14,32,2592,0
Heater,4,403,cold,2018-01-22,08:00:00,09:00:00,morning,5,50,1674,1
Heater,4,403,cold,2018-01-22,09:00:00,10:00:00,morning,15,39,2488,0
Heater,4,403,cold,2018-01-22,10:00:00,11:00:00,morning,1,15,1651,1
Heater,4,403,cold,2018-01-22,11:00:00,12:00:00,morning,15,1,2935,0
Heater,4,403,cold,2018-01-22,12:00:00,13:00:00,afternoon,5,14,2856,0
Heater,4,403,cold,2018-01-22,13:00:00,14:00:00,afternoon,15,33,2785,0
Heater,4,403,cold,2018-01-22,13:00:00,14:00:00,afternoon,1,6,1849,1
Heater,4,403,cold,2018-01-22,14:00:00,15:00:00,afternoon,0,0,1996,1
Heater,4,403,cold,2018-01-22,15:00:00,16:00:00,afternoon,13,19,2410,0
Heater,4,403,cold,2018-01-22,17:00:00,18:00:00,evening,2,32,2244,1
Heater,4,403,cold,2018-01-22,17:00:00,18:00:00,evening,3,40,2272,1
Heater,4,403,cold,2018-01-22,23:00:00,00:00:00,midnight,1,11,2262,0
Heater,4,403,cold,2018-01-22,23:00:00,00:00:00,midnight,5,19,2858,0
Heater,4,403,cold,2018-01-23,01:00:00,02:00:00,midnight,7,8,2122,1
Heater,4,403,cold,2018-01-23,19:00:00,20:00:00,night,9,15,1658,1
Heater,4,403,cold,2018-01-23,20:00:00,21:00:00,night,0,0,2037,1
AC,4,404,cold,2018-01-01,00:00:00,01:00:00,midnight,4,32,1069,1
AC,4,404,cold,2018-01-01,01:00:00,02:00:00,midnight,1,36,1097,1
AC,4,404,cold,2018-01-01,02:00:00,03:00:00,midnight,12,2,1046,1
AC,4,404,cold,2018-01-01,03:00:00,04:00:00,midnight,2,8,1140,1
AC,4,404,cold,2018-01-01,04:00:00,05:00:00,early morning,11,55,1678,1
AC,4,404,cold,2018-01-01,05:00:00,06:00:00,early morning,6,58,1146,1
AC,4,404,cold,2018-01-01,06:00:00,07:00:00,early morning,9,43,1241,1
AC,4,404,cold,2018-01-01,07:00:00,08:00:00,morning,4,21,1322,1
AC,4,404,cold,2018-01-01,07:00:00,08:00:00,morning,9,49,1569,0
AC,4,404,cold,2018-01-01,07:00:00,08:00:00,morning,14,16,1669,0
AC,4,404,cold,2018-01-01,09:00:00,10:00:00,morning,15,30,1039,1
AC,4,404,cold,2018-01-01,11:00:00,12:00:00,morning,10,17,1397,1
AC,4,404,cold,2018-01-01,12:00:00,13:00:00,afternoon,4,26,1098,1
AC,4,404,cold,2018-01-01,13:00:00,14:00:00,afternoon,1,2,1460,0
AC,4,404,cold,2018-01-01,15:00:00,16:00:00,afternoon,14,28,1796,0
AC,4,404,cold,2018-01-01,18:00:00,19:00:00,evening,4,27,1527,1
AC,4,404,cold,2018-01-01,22:00:00,23:00:00,night,0,0,1575,0
AC,4,404,cold,2018-01-02,00:00:00,01:00:00,midnight,11,16,1958,0
AC,4,404,cold,2018-01-02,01:00:00,02:00:00,midnight,13,2,1439,0
AC,4,404,cold,2018-01-02,04:00:00,05:00:00,early morning,9,43,1271,1
AC,4,404,cold,2018-01-02,04:00:00,05:00:00,early morning,8,8,1912,0
AC,4,404,cold,2018-01-02,06:00:00,07:00:00,early morning,5,19,1020,1
AC,4,404,cold,2018-01-02,06:00:00,07:00:00,early morning,3,25,1748,0
AC,4,404,cold,2018-01-02,07:00:00,08:00:00,morning,1,4,1517,1
AC,4,404,cold,2018-01-02,08:00:00,09:00:00,morning,10,29,1812,0
AC,4,404,cold,2018-01-02,09:00:00,10:00:00,morning,7,42,1449,0
AC,4,404,cold,2018-01-02,10:00:00,11:00:00,morning,8,25,1005,1
AC,4,404,cold,2018-01-02,11:00:00,12:00:00,morning,13,57,1123,1
AC,4,404,cold,2018-01-02,11:00:00,12:00:00,morning,7,43,1344,1
AC,4,404,cold,2018-01-02,12:00:00,13:00:00,afternoon,9,25,1762,0
AC,4,404,cold,2018-01-02,12:00:00,13:00:00,afternoon,5,20,1105,1
AC,4,404,cold,2018-01-02,12:00:00,13:00:00,afternoon,9,36,1080,1
AC,4,404,cold,2018-01-02,15:00:00,16:00:00,afternoon,2,13,1292,1
AC,4,404,cold,2018-01-02,16:00:00,17:00:00,evening,2,44,1707,0
AC,4,404,cold,2018-01-02,16:00:00,17:00:00,evening,13,29,1167,1
AC,4,404,cold,2018-01-02,19:00:00,20:00:00,night,7,11,1690,0
AC,4,404,cold,2018-01-02,20:00:00,21:00:00,night,7,14,1993,0
AC,4,404,cold,2018-01-02,20:00:00,21:00:00,night,8,39,1580,1
AC,4,404,cold,2018-01-02,23:00:00,00:00:00,midnight,5,12,1035,1
AC,4,404,cold,2018-01-03,00:00:00,01:00:00,midnight,13,49,1551,0
AC,4,404,cold,2018-01-03,01:00:00,02:00:00,midnight,15,23,1033,1
AC,4,404,cold,2018-01-03,04:00:00,05:00:00,early morning,13,26,1836,0
AC,4,404,cold,2018-01-03,04:00:00,05:00:00,early morning,9,23,1458,1
AC,4,404,cold,2018-01-03,05:00:00,06:00:00,early morning,6,10,1036,1
AC,4,404,cold,2018-01-03,07:00:00,08:00:00,morning,6,51,1870,0
AC,4,404,cold,2018-01-03,08:00:00,09:00:00,morning,9,35,1774,0
AC,4,404,cold,2018-01-03,11:00:00,12:00:00,morning,14,11,1954,0
AC,4,404,cold,2018-01-03,12:00:00,13:00:00,afternoon,1,10,1219,1
AC,4,404,cold,2018-01-03,13:00:00,14:00:00,afternoon,11,19,1401,1
AC,4,404,cold,2018-01-03,13:00:00,14:00:00,afternoon,11,16,1530,0
AC,4,404,cold,2018-01-03,14:00:00,15:00:00,afternoon,0,0,1241,1
AC,4,404,cold,2018-01-03,16:00:00,17:00:00,evening,10,26,1876,0
AC,4,404,cold,2018-01-03,17:00:00,18:00:00,evening,4,35,1687,0
AC,4,404,cold,2018-01-03,18:00:00,19:00:00,evening,1,36,1903,0
AC,4,404,cold,2018-01-03,20:00:00,21:00:00,night,15,41,1728,0
AC,4,404,cold,2018-01-03,21:00:00,22:00:00,night,11,52,1458,1
AC,4,404,cold,2018-01-03,21:00:00,22:00:00,night,0,0,1719,0
AC,4,404,cold,2018-01-04,00:00:00,01:00:00,midnight,14,30,1549,0
AC,4,404,cold,2018-01-04,01:00:00,02:00:00,midnight,3,17,1291,0
AC,4,404,cold,2018-01-04,01:00:00,02:00:00,midnight,10,33,1605,0
AC,4,404,cold,2018-01-04,02:00:00,03:00:00,midnight,15,41,1593,0
AC,4,404,cold,2018-01-04,04:00:00,05:00:00,early morning,15,14,1665,1
AC,4,404,cold,2018-01-04,05:00:00,06:00:00,early morning,9,16,1277,1
AC,4,404,cold,2018-01-04,05:00:00,06:00:00,early morning,9,23,1604,0
AC,4,404,cold,2018-01-04,06:00:00,07:00:00,early morning,0,0,1209,1
AC,4,404,cold,2018-01-04,07:00:00,08:00:00,morning,4,53,1555,0
AC,4,404,cold,2018-01-04,07:00:00,08:00:00,morning,14,35,1007,1
AC,4,404,cold,2018-01-04,09:00:00,10:00:00,morning,0,0,1764,0
AC,4,404,cold,2018-01-04,09:00:00,10:00:00,morning,14,40,1160,1
AC,4,404,cold,2018-01-04,10:00:00,11:00:00,morning,5,45,1248,1
AC,4,404,cold,2018-01-04,10:00:00,11:00:00,morning,7,28,1834,0
AC,4,404,cold,2018-01-04,11:00:00,12:00:00,morning,7,57,1913,0
AC,4,404,cold,2018-01-04,11:00:00,12:00:00,morning,9,16,1007,1
AC,4,404,cold,2018-01-04,11:00:00,12:00:00,morning,4,35,1932,0
AC,4,404,cold,2018-01-04,12:00:00,13:00:00,afternoon,2,26,1221,1
AC,4,404,cold,2018-01-04,14:00:00,15:00:00,afternoon,7,26,1874,0
AC,4,404,cold,2018-01-04,15:00:00,16:00:00,afternoon,9,8,1174,1
