device,room,weather_type,date,from_time,to_time,time,no_of_people,time_stayed_mins,power,message,action
Refridgerator,102,hot,17-01-2018,07:00:00,08:00:00,morning,6,35,176.75,"Moving 4 people from room 106 to room 102 saves 205.78125 of electricity, power consumption will reduce from 1434.57421875 to 1228.79296875",Turn off Refridgerator in room 106
Refridgerator,102,very cold,17-01-2018,12:00:00,13:00:00,afternoon,2,44,182.0273438,"Moving 15 people from room 113 to room 102 saves 204.1640625 of electricity, power consumption will reduce from 1490.16015625 to 1285.99609375",Turn off Refridgerator in room 113
Refridgerator,102,low cold,17-01-2018,19:00:00,20:00:00,night,5,5,189.2421875,"Moving 4 people from room 107 to room 103 saves 255.984375 of electricity, power consumption will reduce from 1506.2578125 to 1250.2734375",Turn off Refridgerator in room 107
Refridgerator,102,hot,17-01-2018,19:00:00,20:00:00,night,9,4,176.3476563,"Moving 4 people from room 107 to room 103 saves 255.984375 of electricity, power consumption will reduce from 1506.2578125 to 1250.2734375",Turn off Refridgerator in room 107
Refridgerator,102,hot,17-01-2018,21:00:00,22:00:00,night,13,22,189.859375,None,Turn off Refridgerator in room 114
Refridgerator,102,hot,18-01-2018,04:00:00,05:00:00,early morning,3,23,192.921875,"Moving 10 people from room 112 to room 102 saves 250.07421875 of electricity, power consumption will reduce from 5854.80078125 to 5604.7265625",Turn off Refridgerator in room 112
Refridgerator,102,very hot,18-01-2018,07:00:00,08:00:00,morning,7,35,193.6992188,"Moving 7 people from room 102 to room 119 saves 193.69921875 of electricity, power consumption will reduce from 5751.73828125 to 5558.0390625",Turn off Refridgerator in room 102
Refridgerator,102,very hot,18-01-2018,10:00:00,11:00:00,morning,9,50,168.6210938,"Moving 9 people from room 102 to room 112 saves 168.62109375 of electricity, power consumption will reduce from 5758.58203125 to 5589.9609375",Turn off Refridgerator in room 102
Refridgerator,102,hot,18-01-2018,13:00:00,14:00:00,afternoon,7,14,188.890625,"Moving 6 people from room 117 to room 117 saves 230.09375 of electricity, power consumption will reduce from 5883.69921875 to 5653.60546875",Turn off Refridgerator in room 117
Refridgerator,102,low cold,18-01-2018,14:00:00,15:00:00,afternoon,8,42,167.1914063,"Moving 1 people from room 108 to room 104 saves 180.4453125 of electricity, power consumption will reduce from 5537.1953125 to 5356.75",Turn off Refridgerator in room 108
Refridgerator,102,low hot,18-01-2018,18:00:00,19:00:00,evening,13,26,207.1289063,"Moving 13 people from room 101 to room 100 saves 233.90234375 of electricity, power consumption will reduce from 5933.0 to 5699.09765625",Turn off Refridgerator in room 101
Television,102,hot,09-01-2018,07:00:00,08:00:00,morning,14,27,235.7382813,"Moving 14 people from room 102 to room 104 saves 235.73828125 of electricity, power consumption will reduce from 9263.12890625 to 9027.390625",Turn off Television in room 102
Television,102,very hot,09-01-2018,08:00:00,09:00:00,morning,1,59,270.421875,"Moving 1 people from room 102 to room 100 saves 270.421875 of electricity, power consumption will reduce from 9390.59765625 to 9120.17578125",Turn off Television in room 102
Television,102,low cold,10-01-2018,04:00:00,05:00:00,early morning,0,0,246.828125,None,Turn off Television in room 100
Television,102,hot,10-01-2018,05:00:00,06:00:00,early morning,12,15,214.2382813,None,Turn off Television in room 100
Television,102,hot,10-01-2018,10:00:00,11:00:00,morning,4,29,196.65625,"Moving 2 people from room 107 to room 113 saves 257.3984375 of electricity, power consumption will reduce from 1577.54296875 to 1320.14453125",Turn off Television in room 107
Television,102,low hot,10-01-2018,15:00:00,16:00:00,afternoon,0,0,223.4179688,"Moving 11 people from room 103 to room 102 saves 222.4921875 of electricity, power consumption will reduce from 1641.66015625 to 1419.16796875",Turn off Television in room 103
Television,102,very hot,10-01-2018,16:00:00,17:00:00,evening,0,0,204.3164063,None,Turn off Television in room 102
Television,102,hot,10-01-2018,16:00:00,17:00:00,evening,13,21,193.609375,None,Turn off Television in room 102
Television,102,very hot,10-01-2018,20:00:00,21:00:00,night,0,0,210.3476563,None,Turn off Television in room 102
Television,102,cold,10-01-2018,21:00:00,22:00:00,night,3,57,237.53125,"Moving 13 people from room 109 to room 110 saves 269.3359375 of electricity, power consumption will reduce from 1868.19140625 to 1598.85546875",Turn off Television in room 109
Television,102,hot,11-01-2018,05:00:00,06:00:00,early morning,15,43,221.6367188,"Moving 5 people from room 116 to room 114 saves 242.796875 of electricity, power consumption will reduce from 1773.30859375 to 1530.51171875",Turn off Television in room 116
Television,102,low hot,11-01-2018,06:00:00,07:00:00,early morning,15,17,218.9140625,"Moving 6 people from room 118 to room 117 saves 238.84375 of electricity, power consumption will reduce from 1595.5546875 to 1356.7109375",Turn off Television in room 118
Television,102,very hot,11-01-2018,08:00:00,09:00:00,morning,2,33,253.0507813,"Moving 2 people from room 102 to room 115 saves 253.05078125 of electricity, power consumption will reduce from 1753.5390625 to 1500.48828125",Turn off Television in room 102
Television,102,low hot,11-01-2018,08:00:00,09:00:00,morning,14,34,252.7851563,"Moving 2 people from room 102 to room 115 saves 253.05078125 of electricity, power consumption will reduce from 1753.5390625 to 1500.48828125",Turn off Television in room 102
Television,102,low hot,11-01-2018,11:00:00,12:00:00,morning,1,1,217.5507813,"Moving 13 people from room 118 to room 114 saves 252.91015625 of electricity, power consumption will reduce from 1640.8359375 to 1387.92578125",Turn off Television in room 118
Television,102,hot,11-01-2018,12:00:00,13:00:00,afternoon,15,29,239.4414063,"Moving 10 people from room 103 to room 106 saves 247.9296875 of electricity, power consumption will reduce from 1752.55859375 to 1504.62890625",Turn off Television in room 103
Television,102,very hot,11-01-2018,15:00:00,16:00:00,afternoon,15,11,224.765625,"Moving 10 people from room 108 to room 102 saves 253.36328125 of electricity, power consumption will reduce from 1675.56640625 to 1422.203125",Turn off Television in room 108
Television,102,hot,11-01-2018,17:00:00,18:00:00,evening,8,37,192.7617188,"Moving 3 people from room 107 to room 102 saves 257.375 of electricity, power consumption will reduce from 1499.71484375 to 1242.33984375",Turn off Television in room 107
Television,102,very hot,11-01-2018,19:00:00,20:00:00,night,5,39,249.9960938,"Moving 5 people from room 102 to room 115 saves 249.99609375 of electricity, power consumption will reduce from 1812.9765625 to 1562.98046875",Turn off Television in room 102
Television,102,hot,11-01-2018,19:00:00,20:00:00,night,1,56,240.1289063,"Moving 5 people from room 102 to room 115 saves 249.99609375 of electricity, power consumption will reduce from 1812.9765625 to 1562.98046875",Turn off Television in room 102
Television,102,low cold,11-01-2018,19:00:00,20:00:00,night,0,0,239.203125,"Moving 5 people from room 102 to room 115 saves 249.99609375 of electricity, power consumption will reduce from 1812.9765625 to 1562.98046875",Turn off Television in room 102
Television,102,low cold,11-01-2018,20:00:00,21:00:00,night,13,24,213.6679688,None,Turn off Television in room 105
Television,102,low hot,11-01-2018,21:00:00,22:00:00,night,1,51,263.6835938,"Moving 10 people from room 107 to room 114 saves 320.61328125 of electricity, power consumption will reduce from 1981.16015625 to 1660.546875",Turn off Television in room 107
Television,102,hot,12-01-2018,01:00:00,02:00:00,midnight,5,12,195.03125,"Moving 12 people from room 116 to room 110 saves 217.97265625 of electricity, power consumption will reduce from 1563.37890625 to 1345.40625",Turn off Television in room 116
Television,102,cold,12-01-2018,04:00:00,05:00:00,early morning,3,19,228.5703125,"Moving 2 people from room 118 to room 119 saves 281.765625 of electricity, power consumption will reduce from 1836.46875 to 1554.703125",Turn off Television in room 118
Television,102,very hot,12-01-2018,08:00:00,09:00:00,morning,15,29,250.65625,"Moving 3 people from room 104 to room 106 saves 249.14453125 of electricity, power consumption will reduce from 1788.05078125 to 1538.90625",Turn off Television in room 104
Television,102,very hot,12-01-2018,10:00:00,11:00:00,morning,6,27,211.2929688,None,Turn off Television in room 108
Television,102,hot,12-01-2018,13:00:00,14:00:00,afternoon,15,38,241.5390625,"Moving 12 people from room 102 to room 101 saves 253.328125 of electricity, power consumption will reduce from 1827.71484375 to 1574.38671875",Turn off Television in room 102
Television,102,very hot,12-01-2018,13:00:00,14:00:00,afternoon,12,26,253.328125,"Moving 12 people from room 102 to room 101 saves 253.328125 of electricity, power consumption will reduce from 1827.71484375 to 1574.38671875",Turn off Television in room 102
Television,102,low hot,12-01-2018,15:00:00,16:00:00,afternoon,12,30,230.265625,"Moving 5 people from room 107 to room 106 saves 297.40234375 of electricity, power consumption will reduce from 1770.66796875 to 1473.265625",Turn off Television in room 107
Television,102,low cold,12-01-2018,16:00:00,17:00:00,evening,10,14,205.5,"Moving 8 people from room 108 to room 111 saves 241.5546875 of electricity, power consumption will reduce from 1463.62109375 to 1222.06640625",Turn off Television in room 108
Television,102,cold,12-01-2018,16:00:00,17:00:00,evening,11,57,192.140625,"Moving 8 people from room 108 to room 111 saves 241.5546875 of electricity, power consumption will reduce from 1463.62109375 to 1222.06640625",Turn off Television in room 108
Television,102,cold,12-01-2018,16:00:00,17:00:00,evening,11,44,189.0585938,"Moving 8 people from room 108 to room 111 saves 241.5546875 of electricity, power consumption will reduce from 1463.62109375 to 1222.06640625",Turn off Television in room 108
Television,102,hot,12-01-2018,17:00:00,18:00:00,evening,14,29,190.15625,"Moving 7 people from room 111 to room 115 saves 238.3125 of electricity, power consumption will reduce from 1512.08203125 to 1273.76953125",Turn off Television in room 111
Television,102,hot,12-01-2018,18:00:00,19:00:00,evening,4,12,237.484375,"Moving 4 people from room 102 to room 104 saves 237.484375 of electricity, power consumption will reduce from 1734.03125 to 1496.546875",Turn off Television in room 102
Television,102,low cold,12-01-2018,22:00:00,23:00:00,night,12,6,244.2070313,"Moving 1 people from room 109 to room 107 saves 276.19921875 of electricity, power consumption will reduce from 1902.76953125 to 1626.5703125",Turn off Television in room 109
Television,102,low cold,13-01-2018,07:00:00,08:00:00,morning,14,53,245.4609375,None,Turn off Television in room 107
Television,102,very hot,13-01-2018,07:00:00,08:00:00,morning,1,57,249.859375,None,Turn off Television in room 107
Television,102,low cold,13-01-2018,09:00:00,10:00:00,morning,11,13,252.9960938,"Moving 2 people from room 119 to room 119 saves 298.234375 of electricity, power consumption will reduce from 1959.125 to 1660.890625",Turn off Television in room 119
Television,102,very hot,13-01-2018,11:00:00,12:00:00,morning,14,44,228.0429688,"Moving 4 people from room 112 to room 102 saves 271.71875 of electricity, power consumption will reduce from 1747.69140625 to 1475.97265625",Turn off Television in room 112
Television,102,cold,13-01-2018,14:00:00,15:00:00,afternoon,12,35,191.9765625,"Moving 7 people from room 110 to room 108 saves 233.93359375 of electricity, power consumption will reduce from 1606.109375 to 1372.17578125",Turn off Television in room 110
Television,102,very hot,13-01-2018,15:00:00,16:00:00,afternoon,0,0,226.1679688,None,Turn off Television in room 102
Television,102,hot,13-01-2018,18:00:00,19:00:00,evening,15,24,241.6796875,"Moving 15 people from room 102 to room 101 saves 241.6796875 of electricity, power consumption will reduce from 1864.83984375 to 1623.16015625",Turn off Television in room 102
Television,102,low cold,13-01-2018,21:00:00,22:00:00,night,6,51,262.75,"Moving 15 people from room 102 to room 107 saves 248.14453125 of electricity, power consumption will reduce from 1928.53125 to 1680.38671875",Turn off Television in room 102
Television,102,hot,13-01-2018,21:00:00,22:00:00,night,15,45,248.1445313,"Moving 15 people from room 102 to room 107 saves 248.14453125 of electricity, power consumption will reduce from 1928.53125 to 1680.38671875",Turn off Television in room 102
Television,102,low hot,13-01-2018,22:00:00,23:00:00,night,4,42,258.921875,"Moving 13 people from room 117 to room 114 saves 275.23046875 of electricity, power consumption will reduce from 1842.4765625 to 1567.24609375",Turn off Television in room 117
AC,103,hot,01-01-2018,02:00:00,03:00:00,midnight,7,14,1494.574219,"Moving 15 people from room 102 to room 105 saves 1468.6015625 of electricity, power consumption will reduce from 10531.81640625 to 9063.21484375",Turn off AC in room 102
AC,103,low cold,01-01-2018,02:00:00,03:00:00,midnight,8,55,1516.429688,"Moving 15 people from room 102 to room 105 saves 1468.6015625 of electricity, power consumption will reduce from 10531.81640625 to 9063.21484375",Turn off AC in room 102
AC,103,very cold,01-01-2018,10:00:00,11:00:00,morning,2,28,1448.660156,"Moving 2 people from room 103 to room 100 saves 1448.66015625 of electricity, power consumption will reduce from 10411.42578125 to 8962.765625",Turn off AC in room 103
AC,103,low hot,01-01-2018,11:00:00,12:00:00,morning,8,42,1489.199219,"Moving 2 people from room 115 to room 107 saves 1467.2734375 of electricity, power consumption will reduce from 10397.9921875 to 8930.71875",Turn off AC in room 115
AC,103,very hot,01-01-2018,13:00:00,14:00:00,afternoon,14,43,1519.898438,"Moving 1 people from room 101 to room 103 saves 1520.58203125 of electricity, power consumption will reduce from 10629.74609375 to 9109.1640625",Turn off AC in room 101
AC,103,cold,01-01-2018,13:00:00,14:00:00,afternoon,3,46,1496.234375,"Moving 1 people from room 101 to room 103 saves 1520.58203125 of electricity, power consumption will reduce from 10629.74609375 to 9109.1640625",Turn off AC in room 101
AC,103,low hot,01-01-2018,20:00:00,21:00:00,night,13,15,1477.039063,"Moving 9 people from room 113 to room 115 saves 1454.484375 of electricity, power consumption will reduce from 10338.5390625 to 8884.0546875",Turn off AC in room 113
AC,103,hot,01-01-2018,20:00:00,21:00:00,night,2,54,1472.359375,"Moving 9 people from room 113 to room 115 saves 1454.484375 of electricity, power consumption will reduce from 10338.5390625 to 8884.0546875",Turn off AC in room 113
AC,103,low cold,02-01-2018,00:00:00,01:00:00,midnight,13,23,1484.03125,"Moving 7 people from room 111 to room 102 saves 1484.69140625 of electricity, power consumption will reduce from 10430.23828125 to 8945.546875",Turn off AC in room 111
AC,103,very cold,02-01-2018,03:00:00,04:00:00,midnight,10,6,1442.183594,"Moving 8 people from room 107 to room 103 saves 1502.546875 of electricity, power consumption will reduce from 10329.33203125 to 8826.78515625",Turn off AC in room 107
AC,103,very hot,02-01-2018,04:00:00,05:00:00,early morning,7,45,1501.480469,"Moving 7 people from room 102 to room 116 saves 1459.18359375 of electricity, power consumption will reduce from 10473.1484375 to 9013.96484375",Turn off AC in room 102
AC,103,very hot,02-01-2018,04:00:00,05:00:00,early morning,4,30,1498.242188,"Moving 7 people from room 102 to room 116 saves 1459.18359375 of electricity, power consumption will reduce from 10473.1484375 to 9013.96484375",Turn off AC in room 102
AC,103,very cold,02-01-2018,14:00:00,15:00:00,afternoon,7,36,1431.367188,None,Turn off AC in room 111
AC,103,cold,02-01-2018,23:00:00,00:00:00,midnight,12,56,1472.839844,"Moving 6 people from room 118 to room 103 saves 1490.52734375 of electricity, power consumption will reduce from 10559.875 to 9069.34765625",Turn off AC in room 118
AC,103,low hot,03-01-2018,01:00:00,02:00:00,midnight,14,29,1458.675781,"Moving 6 people from room 103 to room 116 saves 1437.46875 of electricity, power consumption will reduce from 10201.72265625 to 8764.25390625",Turn off AC in room 103
AC,103,very cold,03-01-2018,01:00:00,02:00:00,midnight,6,49,1437.46875,"Moving 6 people from room 103 to room 116 saves 1437.46875 of electricity, power consumption will reduce from 10201.72265625 to 8764.25390625",Turn off AC in room 103
AC,103,cold,03-01-2018,02:00:00,03:00:00,midnight,0,0,1463.527344,"Moving 6 people from room 101 to room 104 saves 1504.0859375 of electricity, power consumption will reduce from 10391.1796875 to 8887.09375",Turn off AC in room 101
AC,103,very hot,03-01-2018,05:00:00,06:00:00,early morning,15,55,1484.207031,"Moving 6 people from room 118 to room 102 saves 1473.16015625 of electricity, power consumption will reduce from 10338.1015625 to 8864.94140625",Turn off AC in room 118
AC,103,low hot,03-01-2018,07:00:00,08:00:00,morning,13,19,1483.328125,None,Turn off AC in room 116
AC,103,very hot,03-01-2018,10:00:00,11:00:00,morning,13,49,1461.257813,"Moving 15 people from room 108 to room 100 saves 1439.953125 of electricity, power consumption will reduce from 10199.12890625 to 8759.17578125",Turn off AC in room 108
AC,103,very hot,03-01-2018,12:00:00,13:00:00,afternoon,5,33,1501.167969,"Moving 2 people from room 103 to room 102 saves 1477.109375 of electricity, power consumption will reduce from 10459.046875 to 8981.9375",Turn off AC in room 103
AC,103,very cold,03-01-2018,12:00:00,13:00:00,afternoon,2,40,1477.109375,"Moving 2 people from room 103 to room 102 saves 1477.109375 of electricity, power consumption will reduce from 10459.046875 to 8981.9375",Turn off AC in room 103
AC,103,low cold,03-01-2018,18:00:00,19:00:00,evening,9,6,1493.261719,"Moving 2 people from room 102 to room 115 saves 1470.640625 of electricity, power consumption will reduce from 10507.9453125 to 9037.3046875",Turn off AC in room 102
AC,103,low hot,04-01-2018,00:00:00,01:00:00,midnight,6,11,1496.59375,"Moving 5 people from room 108 to room 116 saves 1490.2890625 of electricity, power consumption will reduce from 10498.171875 to 9007.8828125",Turn off AC in room 108
AC,103,very cold,04-01-2018,01:00:00,02:00:00,midnight,10,14,1436.75,None,Turn off AC in room 108
AC,103,low cold,04-01-2018,05:00:00,06:00:00,early morning,11,16,1481.300781,"Moving 5 people from room 112 to room 103 saves 1510.43359375 of electricity, power consumption will reduce from 10496.734375 to 8986.30078125",Turn off AC in room 112
AC,103,low cold,04-01-2018,07:00:00,08:00:00,morning,4,15,1488.488281,"Moving 9 people from room 106 to room 117 saves 1475.7890625 of electricity, power consumption will reduce from 10482.3125 to 9006.5234375",Turn off AC in room 106
AC,103,low cold,04-01-2018,08:00:00,09:00:00,morning,6,22,1501.351563,"Moving 4 people from room 102 to room 112 saves 1468.015625 of electricity, power consumption will reduce from 10511.7734375 to 9043.7578125",Turn off AC in room 102
AC,103,hot,04-01-2018,09:00:00,10:00:00,morning,7,59,1503.058594,"Moving 1 people from room 110 to room 100 saves 1488.06640625 of electricity, power consumption will reduce from 10686.15234375 to 9198.0859375",Turn off AC in room 110
AC,103,very hot,04-01-2018,12:00:00,13:00:00,afternoon,4,30,1508.5625,"Moving 8 people from room 108 to room 102 saves 1497.51171875 of electricity, power consumption will reduce from 10580.7890625 to 9083.27734375",Turn off AC in room 108
AC,103,hot,04-01-2018,13:00:00,14:00:00,afternoon,5,10,1489.441406,"Moving 12 people from room 119 to room 116 saves 1529.5078125 of electricity, power consumption will reduce from 10539.5234375 to 9010.015625",Turn off AC in room 119
AC,103,low hot,04-01-2018,13:00:00,14:00:00,afternoon,15,39,1510.335938,"Moving 12 people from room 119 to room 116 saves 1529.5078125 of electricity, power consumption will reduce from 10539.5234375 to 9010.015625",Turn off AC in room 119
AC,103,low cold,04-01-2018,20:00:00,21:00:00,night,11,59,1475.574219,"Moving 1 people from room 112 to room 103 saves 1473.859375 of electricity, power consumption will reduce from 10346.4609375 to 8872.6015625",Turn off AC in room 112
AC,103,very hot,04-01-2018,20:00:00,21:00:00,night,14,35,1471.652344,"Moving 1 people from room 112 to room 103 saves 1473.859375 of electricity, power consumption will reduce from 10346.4609375 to 8872.6015625",Turn off AC in room 112
AC,103,hot,04-01-2018,22:00:00,23:00:00,night,9,50,1496.191406,"Moving 1 people from room 106 to room 104 saves 1490.19921875 of electricity, power consumption will reduce from 10485.203125 to 8995.00390625",Turn off AC in room 106
AC,103,low hot,05-01-2018,01:00:00,02:00:00,midnight,11,1,1446.339844,"Moving 1 people from room 102 to room 107 saves 1419.54296875 of electricity, power consumption will reduce from 10270.6796875 to 8851.13671875",Turn off AC in room 102
AC,103,low cold,05-01-2018,22:00:00,23:00:00,night,3,19,1487.707031,"Moving 2 people from room 114 to room 103 saves 1493.74609375 of electricity, power consumption will reduce from 10406.12109375 to 8912.375",Turn off AC in room 114
Computer,103,cold,27-01-2018,18:00:00,19:00:00,evening,10,52,397.3203125,"Moving 13 people from room 110 to room 114 saves 396.48828125 of electricity, power consumption will reduce from 7390.125 to 6993.63671875",Turn off Computer in room 110
Computer,103,low hot,28-01-2018,05:00:00,06:00:00,early morning,14,55,406.4375,"Moving 7 people from room 104 to room 102 saves 396.38671875 of electricity, power consumption will reduce from 2683.03515625 to 2286.6484375",Turn off Computer in room 104
Computer,103,very hot,28-01-2018,06:00:00,07:00:00,early morning,13,27,387.515625,"Moving 8 people from room 114 to room 103 saves 414.375 of electricity, power consumption will reduce from 2764.27734375 to 2349.90234375",Turn off Computer in room 114
Computer,103,low hot,28-01-2018,10:00:00,11:00:00,morning,1,4,373.9804688,"Moving 3 people from room 102 to room 105 saves 357.3671875 of electricity, power consumption will reduce from 2588.0390625 to 2230.671875",Turn off Computer in room 102
Computer,103,cold,28-01-2018,13:00:00,14:00:00,afternoon,11,47,399.734375,None,Turn off Computer in room 114
Computer,103,very cold,28-01-2018,14:00:00,15:00:00,afternoon,7,35,356.3359375,None,Turn off Computer in room 102
Computer,103,low cold,28-01-2018,15:00:00,16:00:00,afternoon,15,23,392.3046875,"Moving 8 people from room 100 to room 100 saves 422.390625 of electricity, power consumption will reduce from 2881.546875 to 2459.15625",Turn off Computer in room 100
Computer,103,cold,28-01-2018,19:00:00,20:00:00,night,2,7,383.9804688,"Moving 5 people from room 105 to room 110 saves 423.625 of electricity, power consumption will reduce from 2934.37109375 to 2510.74609375",Turn off Computer in room 105
Computer,103,hot,29-01-2018,00:00:00,01:00:00,midnight,15,17,386.890625,"Moving 4 people from room 115 to room 106 saves 397.0234375 of electricity, power consumption will reduce from 2839.71875 to 2442.6953125",Turn off Computer in room 115
Computer,103,hot,29-01-2018,04:00:00,05:00:00,early morning,6,21,398.3164063,"Moving 1 people from room 117 to room 103 saves 427.94921875 of electricity, power consumption will reduce from 2980.171875 to 2552.22265625",Turn off Computer in room 117
Computer,103,very cold,29-01-2018,06:00:00,07:00:00,early morning,13,59,360.5859375,"Moving 15 people from room 105 to room 105 saves 376.6328125 of electricity, power consumption will reduce from 2652.25 to 2275.6171875",Turn off Computer in room 105
Computer,103,low cold,29-01-2018,09:00:00,10:00:00,morning,12,53,418.2460938,"Moving 10 people from room 107 to room 105 saves 458.8828125 of electricity, power consumption will reduce from 2977.24609375 to 2518.36328125",Turn off Computer in room 107
Computer,103,cold,29-01-2018,17:00:00,18:00:00,evening,7,22,336.40625,"Moving 3 people from room 119 to room 106 saves 389.0234375 of electricity, power consumption will reduce from 2505.88671875 to 2116.86328125",Turn off Computer in room 119
Computer,103,cold,29-01-2018,20:00:00,21:00:00,night,0,0,344.1992188,"Moving 13 people from room 110 to room 108 saves 374.171875 of electricity, power consumption will reduce from 2594.0078125 to 2219.8359375",Turn off Computer in room 110
Computer,103,very cold,30-01-2018,13:00:00,14:00:00,afternoon,9,38,398.46875,"Moving 7 people from room 104 to room 108 saves 410.41796875 of electricity, power consumption will reduce from 2901.2265625 to 2490.80859375",Turn off Computer in room 104
Computer,103,low hot,30-01-2018,17:00:00,18:00:00,evening,6,55,380.2539063,"Moving 2 people from room 106 to room 108 saves 378.63671875 of electricity, power consumption will reduce from 2597.0859375 to 2218.44921875",Turn off Computer in room 106
Computer,103,hot,30-01-2018,19:00:00,20:00:00,night,13,32,401.1171875,"Moving 1 people from room 113 to room 102 saves 420.51953125 of electricity, power consumption will reduce from 2933.125 to 2512.60546875",Turn off Computer in room 113
Computer,103,low hot,30-01-2018,21:00:00,22:00:00,night,8,57,432.3085938,"Moving 4 people from room 115 to room 103 saves 425.54296875 of electricity, power consumption will reduce from 3041.875 to 2616.33203125",Turn off Computer in room 115
Computer,103,hot,31-01-2018,02:00:00,03:00:00,midnight,6,52,393.640625,"Moving 6 people from room 103 to room 102 saves 393.640625 of electricity, power consumption will reduce from 2828.91015625 to 2435.26953125",Turn off Computer in room 103
Computer,103,very cold,31-01-2018,04:00:00,05:00:00,early morning,0,0,376.5742188,"Moving 11 people from room 104 to room 103 saves 404.21875 of electricity, power consumption will reduce from 2826.17578125 to 2421.95703125",Turn off Computer in room 104
Computer,103,cold,31-01-2018,07:00:00,08:00:00,morning,3,24,366.4960938,"Moving 8 people from room 107 to room 111 saves 444.5859375 of electricity, power consumption will reduce from 2791.86328125 to 2347.27734375",Turn off Computer in room 107
Computer,103,low cold,31-01-2018,08:00:00,09:00:00,morning,4,53,408.125,None,Turn off Computer in room 102
Computer,103,low cold,31-01-2018,09:00:00,10:00:00,morning,8,16,404.21875,"Moving 5 people from room 102 to room 112 saves 399.59765625 of electricity, power consumption will reduce from 2927.1953125 to 2527.59765625",Turn off Computer in room 102
Computer,103,low cold,31-01-2018,11:00:00,12:00:00,morning,14,45,376.3984375,"Moving 8 people from room 105 to room 105 saves 378.8046875 of electricity, power consumption will reduce from 2619.89453125 to 2241.08984375",Turn off Computer in room 105
Computer,103,low hot,31-01-2018,12:00:00,13:00:00,afternoon,2,14,404.953125,"Moving 5 people from room 107 to room 110 saves 456.921875 of electricity, power consumption will reduce from 2968.828125 to 2511.90625",Turn off Computer in room 107
Computer,103,hot,31-01-2018,15:00:00,16:00:00,afternoon,9,27,367.4921875,"Moving 7 people from room 116 to room 107 saves 376.76953125 of electricity, power consumption will reduce from 2695.66015625 to 2318.890625",Turn off Computer in room 116
Computer,103,low cold,31-01-2018,17:00:00,18:00:00,evening,15,32,355.7070313,"Moving 6 people from room 109 to room 119 saves 371.23046875 of electricity, power consumption will reduce from 2535.2890625 to 2164.05859375",Turn off Computer in room 109
Heater,103,cold,18-01-2018,06:00:00,07:00:00,early morning,0,0,2326.796875,"Moving 4 people from room 113 to room 112 saves 186.30078125 of electricity, power consumption will reduce from 5631.58203125 to 5445.28125",Turn off Refridgerator in room 113
Heater,103,low cold,18-01-2018,09:00:00,10:00:00,morning,9,30,2391.421875,"Moving 7 people from room 118 to room 105 saves 243.984375 of electricity, power consumption will reduce from 5840.7890625 to 5596.8046875",Turn off Refridgerator in room 118
Heater,103,cold,18-01-2018,16:00:00,17:00:00,evening,2,14,2319.59375,"Moving 2 people from room 110 to room 100 saves 159.3671875 of electricity, power consumption will reduce from 5548.24609375 to 5388.87890625",Turn off Refridgerator in room 110
Heater,103,cold,19-01-2018,07:00:00,08:00:00,morning,3,22,2193.691406,"Moving 13 people from room 105 to room 110 saves 2218.57421875 of electricity, power consumption will reduce from 15510.95703125 to 13292.3828125",Turn off Heater in room 105
Heater,103,very cold,19-01-2018,10:00:00,11:00:00,morning,11,4,2159.648438,"Moving 1 people from room 104 to room 104 saves 2180.5 of electricity, power consumption will reduce from 15320.06640625 to 13139.56640625",Turn off Heater in room 104
Heater,103,cold,19-01-2018,11:00:00,12:00:00,morning,7,4,2171.636719,"Moving 5 people from room 116 to room 106 saves 2190.75 of electricity, power consumption will reduce from 15344.5234375 to 13153.7734375",Turn off Heater in room 116
Heater,103,very cold,19-01-2018,11:00:00,12:00:00,morning,11,19,2174.261719,"Moving 5 people from room 116 to room 106 saves 2190.75 of electricity, power consumption will reduce from 15344.5234375 to 13153.7734375",Turn off Heater in room 116
Heater,103,low hot,19-01-2018,14:00:00,15:00:00,afternoon,7,13,2191.4375,"Moving 1 people from room 101 to room 106 saves 2216.328125 of electricity, power consumption will reduce from 15343.0078125 to 13126.6796875",Turn off Heater in room 101
Heater,103,very hot,19-01-2018,18:00:00,19:00:00,evening,13,33,2236.203125,"Moving 13 people from room 103 to room 107 saves 2236.203125 of electricity, power consumption will reduce from 15672.5625 to 13436.359375",Turn off Heater in room 103
Heater,103,very cold,19-01-2018,19:00:00,20:00:00,night,9,31,2201.9375,"Moving 13 people from room 110 to room 102 saves 2233.6484375 of electricity, power consumption will reduce from 15585.7421875 to 13352.09375",Turn off Heater in room 110
Heater,103,very hot,19-01-2018,20:00:00,21:00:00,night,2,39,2200.75,"Moving 2 people from room 103 to room 106 saves 2200.75 of electricity, power consumption will reduce from 15364.3984375 to 13163.6484375",Turn off Heater in room 103
Heater,103,hot,19-01-2018,22:00:00,23:00:00,night,14,51,2222.792969,"Moving 3 people from room 100 to room 104 saves 2273.45703125 of electricity, power consumption will reduce from 15664.80078125 to 13391.34375",Turn off Heater in room 100
Heater,103,very cold,20-01-2018,07:00:00,08:00:00,morning,7,16,2234.394531,"Moving 5 people from room 104 to room 105 saves 2259.42578125 of electricity, power consumption will reduce from 15821.9296875 to 13562.50390625",Turn off Heater in room 104
